track_id,popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo
67eqrRkxp2ED26CEqvqbDv,64,82133,0.508,0.6,-9.632,0.338,0.451,0.357,0.337,153.022
0B8drtTSp68pZdkmVrG9ZA,67,228173,0.633,0.764,-7.212,0.323,0.32,0.234,0.522,94.971
6E1YebXpPPtujMUljDNlOo,67,192000,0.519,0.546,-9.368,0.0763,0.0827,0.133,0.0862,115.799
0KbIwqCAHmXWu7hrszXY6j,65,209412,0.934,0.562,-4.609,0.24,0.0476,0.0608,0.712,96.792
6OBXfbbmE0enkSn1wmbqlX,39,217638,0.581,0.524,-9.023,0.0451,0.244,0.222,0.215,120.3
6qbfLs005m0DMuUYymUkqq,0,274937,0.736,0.828,-5.835,0.284,0.477,0.251,0.899,91.224
3FWTGnS0F6wm2HhIkI8rVW,28,152373,0.902,0.513,-10.029,0.305,0.0924,0.267,0.628,91.477
7ycK2uijskzxp4cGpGNoCi,60,165173,0.572,0.984,-3.847,0.0626,0.00052,0.044,0.524,104.345
2ULz1p7TwLp9n6dJWFTgAh,58,145826,0.795,0.848,-3.812,0.307,0.124,0.313,0.79,86.03
5IVA7WzOlWrmZh8EqZqMaw,70,161626,0.486,0.986,-4.71,0.0818,0.000662,0.29,0.501,180.085
3ndcNdzfiEEeg4qWsno1jA,38,40240,0.463,0.991,-2.074,0.183,0.000133,0.263,0.419,197.167
2WdQXgS2kp1U1PquVsiwxG,0,226200,0.799,0.871,-5.04,0.343,0.0779,0.0533,0.574,97.045
6jCGzZn0gFeRlbqdaJhw6T,68,217000,0.433,0.862,-3.89,0.412,0.193,0.604,0.722,200.817
1kSSWsWZuCcrlgVpb5yKYn,60,217973,0.716,0.893,-2.397,0.261,0.119,0.247,0.889,172.156
58JFG3uXcmFTvbJcq8sSu5,0,255200,0.846,0.64,-13.263,0.129,0.627,0.111,0.706,89.346
41xjpZkiLz8nF6REpYCgHw,37,68390,0.719,0.518,-10.613,0.0985,0.0433,0.129,0.94,164.948
5I5y1aRHtQ2v0LubL9xdCi,0,274133,0.732,0.825,-5.933,0.283,0.464,0.258,0.915,91.257
2FDW0QBaiRpIH4zYvwEMlT,2,198026,0.821,0.686,-9.158,0.263,0.00216,0.17,0.708,94.015
5F38bWepavLdPnAP0s22Xo,40,215226,0.844,0.589,-9.859,0.212,0.184,0.103,0.962,141.462
7yv6Pixv2qKbnBl5AJHGew,0,237186,0.573,0.749,-7.076,0.467,0.413,0.0985,0.532,168.317
0vhQWCyOzt2pbPoJNAvkH9,0,297413,0.779,0.723,-7.098,0.48,0.339,0.149,0.922,94.279
4oNRFSh6onQ5rrHSydWcDr,0,238840,0.737,0.705,-6.231,0.24,0.0579,0.321,0.557,86.401
4DJB545MiwGPfm6Fgo09LV,0,238840,0.737,0.705,-6.231,0.24,0.0579,0.321,0.557,86.401
5BO1pygAbHGEUbQ9QDJy1v,38,38720,0.372,0.938,-2.929,0.148,4.2e-05,0.323,0.812,111.277
0QSPohbvsYOEcvkHnok13V,37,280075,0.333,0.978,-3.452,0.18,0.00236,0.372,0.267,159.981
3bl3ynrPRXqJFYmZtZXJCp,0,137459,0.662,0.676,-8.414,0.335,0.00754,0.111,0.679,119.697
02fuv91GGA2FwaOTiKQVa7,0,286693,0.755,0.683,-10.889,0.166,0.141,0.342,0.668,101.793
01yDjImCcOaHDT4uy6VOPw,41,226442,0.639,0.638,-7.332,0.0344,0.488,0.187,0.898,145.559
4cJ0kksEFRaZPo0V7l0aXP,0,257333,0.848,0.746,-8.62,0.113,0.0931,0.306,0.628,99.602
5a0bHLSL5t4eRNKjmh9PyV,37,145426,0.546,0.976,-3.066,0.203,0.0206,0.0937,0.326,124.022
64tUOtVFZN98cx48rQEW5T,39,181333,0.519,0.97,-3.252,0.126,0.000904,0.119,0.187,97.836
1Ugk5UsZSe33Qxa4LuVZcs,0,201066,0.795,0.868,-8.976,0.182,0.0271,0.175,0.688,96.042
5KtFijRDUJIyIsqEp8xUnb,39,272800,0.837,0.475,-13.055,0.11,0.0721,0.0412,0.805,142.656
0AUf5eIgz3Lxww4BRzhM4J,39,175266,0.223,0.907,-4.677,0.0545,1.47e-06,0.128,0.503,149.14
52VZR0uCDHuiyLpkgA84d8,40,179666,0.266,0.982,-6.543,0.0779,0.00273,0.0968,0.557,165.896
6SMrWEWukd0DWh5iHGWgks,55,297226,0.648,0.895,-3.187,0.28,0.195,0.0335,0.817,82.122
2b7FqlHc3JrzlYtGEkzq22,61,301466,0.873,0.816,-4.645,0.256,0.483,0.146,0.79,96.067
50UkypyQJbSQLaXHke5Yep,61,180493,0.942,0.892,-6.363,0.196,0.023,0.264,0.595,100.007
1qm8gshOp7RkwP47WRukrS,59,166400,0.647,0.839,-6.569,0.416,0.0318,0.299,0.789,174.201
6C7ZgThn6Yan5MTZdAEEFw,64,289693,0.791,0.759,-7.378,0.129,0.0314,0.255,0.619,102.382
6JymsaWDHk2Yj4e0yNBIFH,65,214946,0.854,0.71,-6.32,0.0795,0.0113,0.166,0.818,106.893
2wJJNgD6GrKoQ435VxTRv6,61,227011,0.522,0.97,-4.576,0.209,5.53e-05,0.246,0.488,121.054
2LhhnqrHPWvXYveZVHLKrd,63,210840,0.775,0.734,-5.41,0.215,0.00138,0.304,0.342,90.001
2AYTGaclgKXACh13nJRVcV,60,284830,0.564,0.717,-6.403,0.397,0.097,0.493,0.423,117.489
2Bhqg1ONbtcFBTR96H7oQw,61,209200,0.85,0.723,-8.789,0.171,0.00943,0.101,0.55,90.961
06UPCXzhIsXnceSXmKLMEY,55,277706,0.573,0.831,-5.586,0.433,0.0401,0.0909,0.766,76.352
48vDCZIRmrFO33fH4QU4ij,63,343386,0.604,0.995,-3.641,0.164,0.00306,0.109,0.262,136.216
5osSw3tL07Tuid7AWsvYcc,62,247693,0.68,0.894,-4.86,0.255,0.0206,0.462,0.803,94.089
5KA6S4auXremQLoBIsKprz,55,206933,0.892,0.455,-11.206,0.292,0.0181,0.344,0.473,92.885
1xIxMz1sNQ4b6svH1GuTtF,67,285946,0.721,0.662,-8.136,0.403,0.0888,0.178,0.68,94.191
6DPrhGVJ1WTZvM9fKptnGe,64,252600,0.708,0.832,-4.964,0.318,0.02,0.189,0.618,92.428
4anqYZt4APNlFwQixpbdZR,69,136093,0.612,0.659,-6.995,0.406,0.0137,0.417,0.393,99.137
4cYnhg6EewFM8QOSOgjqhy,59,178288,0.613,0.948,-2.038,0.192,0.000573,0.541,0.032,104.864
1RjU7UhRICmdFPKxCucLgq,66,274093,0.875,0.658,-3.641,0.359,0.275,0.122,0.661,92.038
7kbvMr9iDzYP7KH6apVFSA,34,80085,0.501,0.496,-7.5,0.121,0.384,0.191,0.575,167.977
6E6SLdCDadErUAM90cAxGx,40,237706,0.9,0.574,-7.465,0.295,0.187,0.0857,0.881,94.071
0B2ZuTLZnWQ6gz8RlNwBu1,64,187280,0.759,0.825,-4.289,0.22,0.0923,0.24,0.429,94.857
2VGQ342iuqj6aSaYbyBQVJ,66,199386,0.198,0.977,-3.499,0.173,0.00131,0.23,0.351,195.795
3y0ycPzjAE6R66u3aw8MBk,36,244866,0.436,0.332,-7.649,0.0406,0.00434,0.109,0.329,174.901
0bo1p4mHN913d1MgixiHLo,36,292250,0.586,0.405,-14.292,0.079,0.451,0.196,0.263,119.794
55z0yEsG9giLqLI31XmGSW,39,291160,0.508,0.747,-10.249,0.0469,0.0112,0.0954,0.439,144.575
10BabjUSOXCkRegqVud2Xs,0,237906,0.743,0.59,-9.324,0.259,0.00972,0.116,0.183,94.267
5X15W4gnll2D1vUaWkYKtO,38,247200,0.503,0.533,-8.722,0.0279,0.000937,0.207,0.439,149.999
1Yp2x0xtrXh5EnbhsURJ0X,0,217466,0.762,0.541,-8.843,0.329,0.466,0.0693,0.885,90.032
0scwNuhTajFe7Pu8Arw1fM,0,217466,0.762,0.541,-8.843,0.329,0.466,0.0693,0.885,90.032
12ta5VCfFyp4KmOoLcf09W,0,189520,0.899,0.746,-6.984,0.129,0.239,0.118,0.608,104.099
2fvs7Zl9br75zVo5nStv7b,36,92000,0.406,0.771,-6.125,0.0474,0.00525,0.345,0.0597,120.138
0853SQNjVnNVFa2j68txPo,37,193800,0.519,0.697,-3.621,0.0294,0.118,0.0771,0.667,173.106
6t4pmtMOJVGm3NXyDqXQlK,0,302013,0.52,0.847,-5.3,0.427,0.275,0.325,0.799,177.377
67BLxClTNYBMrzdqKe3Rqr,36,218305,0.581,0.909,-4.688,0.0457,0.00148,0.209,0.477,136.983
75KyB8zFgkkfwOWr3wz2y0,39,136373,0.525,0.869,-7.556,0.0519,0.1,0.172,0.651,158.127
6pkRLVS9TJKKFzEyZI7QFv,36,173720,0.419,0.947,-4.966,0.0531,5.42e-05,0.185,0.454,133.005
5XtQX7YAnDR7ki1yJYfrUU,36,196506,0.377,0.937,-3.694,0.109,0.00185,0.264,0.494,138.009
0Fa5HVwBkPjNdtC3IVqRom,37,319773,0.309,0.928,-3.734,0.0641,0.000571,0.136,0.281,138.793
1oiHurFFxAaa1KrL0q6VRo,39,348506,0.625,0.795,-10.77,0.0699,0.0516,0.468,0.65,149.141
5ij7PgYsUYHMXMFDWcZqww,36,169058,0.495,0.984,-4.354,0.0978,0.00037,0.307,0.803,170.007
51wZeWdtnIHtnvnAlXlonu,36,96346,0.3,0.816,-11.512,0.098,0.00121,0.171,0.634,196.378
5FkEhuXoU6xk7x6xtmkG1z,36,191066,0.649,0.964,-6.676,0.134,0.153,0.374,0.825,150.16
3SyCVJ4izJSa6kGefqB3xK,37,235733,0.58,0.895,-4.805,0.0454,0.000188,0.1,0.503,82.509
7fYJx5ytffBv57QGEki4f1,36,306426,0.405,0.937,-4.485,0.059,0.00658,0.14,0.216,140.017
4IiNzisjpu8nMqp9XOsu66,38,117986,0.38,0.953,-6.399,0.123,0.00602,0.117,0.677,187.714
1LcLhonnvVifGT9H47X5Dk,38,244053,0.791,0.605,-7.699,0.0519,0.014,0.133,0.903,135.275
4SRjOgmXYobXI6YUXH29IJ,38,249786,0.648,0.8,-5.433,0.106,0.0059,0.667,0.37,94.991
4g9vBGwvz06hfW5UKTbYl4,38,156653,0.458,0.986,-3.693,0.131,0.000539,0.237,0.294,97.078
7lia528U7Kw5DvvfWbCN0w,39,246960,0.69,0.736,-6.948,0.0402,0.0303,0.584,0.969,122.454
03r2R8m2BIc1exOBNPSr1J,38,203026,0.804,0.505,-8.19,0.129,0.0363,0.113,0.562,92.034
17larILaMHwsprsMFnYI77,63,249840,0.73,0.608,-6.417,0.295,0.301,0.207,0.753,84.555
1zguY1porYAdgPeiLbslFZ,27,383426,0.86,0.496,-8.013,0.349,0.0266,0.1,0.756,87.807
4rZcZXvtzdBbZOwlHSu79i,57,232661,0.656,0.594,-7.191,0.343,0.283,0.113,0.597,66.488
1pOIpxfrQ8AszXZdKR3aH3,64,336917,0.894,0.698,-8.264,0.275,0.0279,0.329,0.695,98.104
03cAFCWyzUOFus6Os8EoQG,51,395449,0.608,0.895,-9.447,0.042,0.000204,0.11,0.0699,123.007
0D5oADYCG5QbPKk3QEOP1F,45,149233,0.661,0.954,-1.866,0.128,0.0519,0.22,0.332,141.911
3Ti0GdlrotgwsAVBBugv0I,70,251573,0.848,0.666,-6.547,0.274,0.173,0.129,0.744,96.662
2VK6HvcXwEqMdlK8XHDOHo,51,134542,0.586,0.877,-6.076,0.37,0.375,0.115,0.615,93.106
3uJnYKR844kT7MLpm0cquz,57,222400,0.478,0.878,-3.431,0.0403,0.0431,0.0719,0.289,149.671
4G3dZN9o3o2X4VKwt4CLts,70,303493,0.759,0.756,-8.145,0.266,0.0903,0.265,0.613,87.059
5J5Bbx7lKQOQXeW1EAL9Mz,57,223760,0.751,0.884,-3.54,0.291,0.109,0.157,0.816,77.91
1YQ7BbJR8HqAolfprvxGKu,60,191600,0.904,0.826,-2.372,0.272,0.0531,0.214,0.824,101.35
6ggsK0nQYthFiPemdn9ytr,34,210201,0.498,0.996,-0.866,0.127,0.000955,0.319,0.184,74.988
1Sgj10byiGzPpI2IrXSFEn,67,291066,0.817,0.552,-10.8,0.385,0.0318,0.826,0.808,102.011
6JGgZq7gwoW8TxMZOQCqSk,37,252631,0.499,0.819,-12.636,0.0504,0.000803,0.277,0.475,95.007
53m3tqT41SMe23JwDElyVX,35,275052,0.402,0.981,-2.214,0.0764,0.0541,0.243,0.307,180.07
24vNw0Z0srb4zYXwrakw8E,66,216133,0.826,0.566,-10.747,0.311,0.199,0.356,0.655,99.131
5YJ17x3Xhuq4aJvn5R4xxj,34,133168,0.393,0.958,-2.075,0.119,0.1,0.208,0.146,160.261
29mZKwRwHXGlzOPdmFOiHe,0,224866,0.823,0.745,-6.637,0.247,0.0029,0.323,0.579,91.919
176hBOHzslVQTEF7VFmASt,36,238503,0.635,0.661,-9.836,0.0331,0.000148,0.123,0.329,135.747
1zHFdoHXlz26QfDd17nKm9,34,169866,0.281,0.962,-5.723,0.0814,4.63e-05,0.382,0.319,113.174
1GsJMaSHlegp4pjG8PUqjW,36,134213,0.52,0.942,-3.665,0.0472,0.000632,0.378,0.852,133.558
5Ux35kbZec0DOJXLOUGRNn,35,186560,0.568,0.942,-6.317,0.188,0.196,0.582,0.136,91.936
2K5yAq1pCnyjOAfVty2iB1,0,241706,0.876,0.898,-8.211,0.569,0.0966,0.28,0.748,93.655
1SnTsx62GbULJpi4iVg9iE,35,205000,0.735,0.949,-3.972,0.0352,0.219,0.306,0.981,129.995
4njALT6SfcKtrAc8JdZPgd,35,211001,0.474,0.771,-6.517,0.0418,0.0518,0.13,0.422,136.08
1rLm7lHcmM2MA4ab9bp546,36,114000,0.553,0.948,-9.026,0.0549,0.0376,0.113,0.0985,144.992
67zng168LXkCD1wzAQT5GV,36,202146,0.461,0.944,-4.068,0.103,0.00191,0.214,0.389,92.468
3O3W2hZSSUDI8zst9u42MP,34,177546,0.566,0.964,-2.507,0.117,0.000532,0.312,0.571,140.022
2c2MyN7J63YIjsmw1a2xPu,0,283306,0.83,0.859,-9.213,0.124,0.000956,0.214,0.653,109.319
5rPUGvnDW35yYRk9KqmkuY,0,283306,0.83,0.859,-9.213,0.124,0.000956,0.214,0.653,109.319
6ZR0mLNAI4UlU7vh9khZac,0,192001,0.568,0.966,-2.869,0.351,0.0445,0.861,0.355,160.091
16JJiVvV0cBmo93lIivZKq,35,126533,0.46,0.96,-5.157,0.165,3.68e-05,0.285,0.359,109.165
2AwbeqZqcTrZguAw6H2yrY,36,193371,0.567,0.948,-3.816,0.0472,0.0586,0.338,0.663,175.037
3CPWVEyZoMmxPdfwrlIbv0,35,100133,0.437,0.78,-8.744,0.0426,0.0193,0.102,0.749,149.456
7ihiLioTpPR5p8jhjoKO1g,36,108133,0.439,0.99,-2.203,0.119,0.00122,0.167,0.476,107.687
2Hxk9BDH2mhZZ0SprtMM4J,36,124080,0.231,0.949,-2.919,0.115,0.00234,0.186,0.59,163.872
76gRg3RyCTCijQ2La5vtns,34,192053,0.569,0.988,-4.261,0.0617,0.000154,0.173,0.883,112.012
4nOTezy4NW6TNxyvZd724n,36,212044,0.548,0.942,-4.994,0.0683,0.108,0.339,0.746,99.613
6vkSkhVYmRUXbFVLa6W8zG,36,173973,0.224,0.933,-4.132,0.201,0.00452,0.129,0.282,193.146
0C9kiLH1ctEzq55KUw2Rnj,35,157720,0.477,0.958,-4.122,0.0971,0.0245,0.131,0.552,98.948
49djAWQgt8LhoTQrSRBkqB,35,120973,0.395,0.995,-5.0,0.102,0.00337,0.412,0.295,102.305
19BMNNjQ3Ou1H9xKtUTmo5,36,125976,0.374,0.917,-2.215,0.0519,0.000828,0.108,0.705,140.187
7CCldPeZu4xzCogGuevo4K,36,145746,0.487,0.954,-3.899,0.137,0.0604,0.329,0.428,111.152
3KVOgVqm8Vom1J2SvgP9wP,36,313626,0.618,0.665,-10.096,0.0287,0.0168,0.515,0.811,145.45
55EvnM7MCxN6cbcrOsH5XG,36,156181,0.478,0.885,-3.185,0.0546,8.51e-05,0.137,0.847,155.947
2Oc91MmNBv4bTvSBtN7iMQ,33,201541,0.477,0.836,-12.709,0.256,0.0655,0.196,0.296,158.053
5cZJVhuhs4aXpftslha4Ac,37,256534,0.651,0.882,-8.572,0.0626,0.00985,0.551,0.387,160.032
7qWXSnQMeeGHkKgDjdOkXU,35,287132,0.567,0.726,-6.209,0.0267,0.00486,0.0689,0.442,129.999
2AP7m2dBb8ULTx4Gc1rdMc,62,285760,0.887,0.767,-4.311,0.295,0.38,0.0527,0.607,97.437
3oairMMtNVnUppKwroxou4,63,324306,0.658,0.771,-4.318,0.271,0.016,0.654,0.516,85.949
1ioaV68BICIiSHpcqSUVHR,55,111386,0.891,0.585,-6.122,0.131,0.0752,0.134,0.24,125.024
7e8CuL07X8B7EKA4h84V9Z,53,228599,0.464,0.707,-5.171,0.0425,0.13,0.141,0.2,163.893
62l1ZGNoUlJlVwhwMKu2T6,58,173373,0.622,0.913,-3.701,0.462,0.141,0.12,0.546,92.222
6JI5wNWYdBw68GZjOMmgK5,64,217626,0.711,0.62,-10.174,0.212,0.0175,0.134,0.805,179.817
5BeV0OiC4VQ3TG7ZlNHHsz,56,158158,0.496,0.98,-3.434,0.0474,0.000291,0.353,0.391,150.008
2GlhJyZRWP3MnSXOvnovIa,61,240213,0.799,0.878,-2.282,0.219,0.0775,0.51,0.594,95.0
2CPturRUlpvirYr7VpkXCV,65,202106,0.69,0.729,-5.819,0.221,1.7e-05,0.152,0.357,91.376
0Ja4hLKiUSw01E01pJ1yGr,66,336280,0.673,0.808,-6.183,0.0491,0.0121,0.037,0.303,130.041
1egiBE7NjdpxhEjN6MtcY6,35,223963,0.548,0.942,-5.057,0.0679,0.00272,0.141,0.347,119.954
2j0s9NaRfGRpcPoiGbWogZ,34,226833,0.491,0.969,-3.395,0.169,0.00121,0.373,0.556,187.344
2BaSlRAT2nI6M7lU5XJDZY,55,148066,0.822,0.919,-5.282,0.274,0.395,0.41,0.725,93.998
3PRbWWHsoU1qLKSSVWe7Es,33,100500,0.669,0.444,-16.759,0.0427,0.0542,0.132,0.364,140.859
3zZ2THLkGS76yPbOEHFKMR,59,269453,0.895,0.874,-1.906,0.194,0.0172,0.102,0.701,93.019
1SyQ6t9RdRBK0QUCS6a797,67,267266,0.862,0.642,-13.652,0.101,0.102,0.272,0.765,99.2
2FjvG9IQg242g2LEornfjy,60,108973,0.57,0.941,-2.853,0.423,0.737,0.112,0.814,188.625
6GMAXn63PTFT6zZwcqSkgi,35,210416,0.222,0.599,-6.039,0.0405,0.00023,0.319,0.286,158.173
0WTmEwS0UwTd3ySVEZwLAJ,34,221952,0.689,0.738,-6.051,0.0425,0.187,0.185,0.368,121.941
7i5IbgNkFA4JwfT4OAgdgD,0,191786,0.378,0.934,-3.702,0.107,0.0013,0.322,0.602,159.829
1iciuWk8TNPqD9pmziEacx,34,208640,0.604,0.477,-8.203,0.0349,0.267,0.211,0.375,113.943
7Jryb0dEqCliFaGVsDmxEs,34,93721,0.784,0.618,-10.385,0.0439,0.0034,0.243,0.18,108.357
12l3ldyObMURwsZBioibl5,0,238266,0.866,0.663,-9.001,0.206,0.119,0.318,0.83,85.298
3UNmwO14CGjWGFKxZMCf5p,35,193434,0.37,0.974,-3.522,0.0719,2.07e-05,0.143,0.544,129.936
1slEC1v1jCteZtPpkXFj5j,35,231843,0.496,0.876,-2.982,0.0414,7.62e-05,0.283,0.351,140.022
3hVXkmUFfXoCR9ZagtCXbK,35,216213,0.562,0.997,-2.43,0.113,0.00195,0.527,0.218,139.016
3ZextTfHDjf98vEsGbNtOs,0,303760,0.806,0.772,-9.4,0.297,0.216,0.154,0.625,97.219
6xltcaxCBOANwBQgJJc6uK,33,225237,0.574,0.758,-5.781,0.0289,0.00066,0.285,0.309,95.006
5lWxhOZyvgTrCxAbcnCAeB,34,165613,0.394,0.991,-3.351,0.0716,3.93e-05,0.0563,0.834,97.93
6PIfn2tJ1dhDBojV60T95E,1,191786,0.378,0.934,-3.702,0.107,0.0013,0.322,0.602,159.829
6VeihScj0pNr6uGFxfzalq,35,177426,0.332,0.976,-5.606,0.109,0.0361,0.109,0.327,169.899
1eoQsc67QBYVC4Pw84Lqk8,1,191786,0.378,0.934,-3.702,0.107,0.0013,0.322,0.602,159.829
3wrTXnKtCu9kZk0lBxtJZj,36,434908,0.363,0.914,-6.052,0.0909,0.196,0.622,0.466,89.848
6wbbbTyX0vqVN85ZwiRIm3,36,273880,0.462,0.98,-5.191,0.0912,0.00015,0.138,0.244,99.827
0GyQ8MCMcla38fjfBZ5y7Y,1,191786,0.378,0.934,-3.702,0.107,0.0013,0.322,0.602,159.829
5OMzsUSgwjyRcyDfdLD4jS,34,158568,0.316,0.951,-5.081,0.056,6.41e-05,0.339,0.718,103.68
7vbSDKLHWbpjqpWF9r3UUa,35,180000,0.527,0.968,-4.635,0.051,0.0067,0.287,0.74,185.038
5J1YmqajyODgkIA7oUmFBI,36,247093,0.42,0.917,-3.545,0.0529,0.000452,0.248,0.836,138.119
1PeK7RHMVNGwxIJDxhvwGq,35,240882,0.587,0.827,-5.156,0.0584,0.00405,0.0957,0.753,90.064
0xjwF61ise1AWqdIEuodb8,35,170960,0.435,0.99,-5.756,0.0717,0.002,0.216,0.319,108.113
6LABUfTDRKb5QGZNgWrDq0,35,314802,0.573,0.652,-6.839,0.0331,0.00261,0.139,0.624,127.902
3lG53lGQXXnvHsHANYicxO,35,204373,0.479,0.969,-5.575,0.0899,0.000207,0.202,0.378,95.301
7ckgU4Hcj9urCh2bTO8Ct8,36,212360,0.811,0.438,-13.494,0.0346,0.137,0.0893,0.558,109.271
3cetxRqZToUg1EnvcmOd2J,35,114373,0.261,0.715,-9.401,0.0343,0.000254,0.0895,0.572,164.111
2cYPLvbcmvy5UL0Wg4leXw,37,257400,0.468,0.561,-13.19,0.0269,0.00197,0.0859,0.111,127.988
7a07LwoTEqMdngkepQaAsO,35,191000,0.261,0.955,-7.461,0.0568,0.00112,0.15,0.532,157.168
3XzAKoTEjmVCZLi118Yfyu,36,273973,0.788,0.522,-14.554,0.0384,0.439,0.119,0.971,122.712
4P10JJr6c62iRGDwEB2k9p,35,149226,0.326,0.963,-3.773,0.123,0.0126,0.183,0.522,197.98
5TXzVBQj31PD1YIS2Ll1mp,36,217072,0.458,0.926,-4.633,0.0569,0.000476,0.0986,0.586,160.051
1SFO7HmMLikoSqyfSM8p4g,0,119866,0.283,0.983,-7.606,0.201,0.0241,0.0435,0.26,179.845
4u3PUsG9vWxbu2lkGfW4qb,25,261200,0.818,0.587,-7.527,0.315,0.0645,0.359,0.62,90.939
46Xnj8vZFwOZCE4aZNXlTf,61,226986,0.477,0.98,-4.204,0.0887,0.000834,0.357,0.199,135.902
0ZH7k5erPgrCZI3zx3qZJf,54,294646,0.434,0.956,-0.385,0.104,0.00133,0.155,0.0369,100.368
7bp5DfkdK1OAvNJ1U4HfDA,66,209973,0.704,0.642,-10.11,0.39,0.00704,0.161,0.72,92.09
465eCPwUAz2qz7IdQaxUui,55,206777,0.498,0.851,-5.496,0.326,0.132,0.529,0.518,78.025
158DIbrVt4YbqNnWyRCS3P,61,284000,0.678,0.77,-4.399,0.222,0.00583,0.109,0.412,90.0
3TeMXdcKef8xeWrjepm2IP,51,203786,0.528,0.957,-4.358,0.11,0.000127,0.119,0.444,107.556
1Z7C8ClE8UEaH70jCCeJH2,64,204026,0.612,0.85,-4.703,0.5,0.0393,0.255,0.781,173.497
3ABG1UQTk0eLYUAeWkmfMi,68,161400,0.814,0.481,-5.183,0.245,0.097,0.0495,0.193,96.252
6s4kWgzQwsueo3mfllY1s6,57,297426,0.682,0.92,-1.544,0.278,0.177,0.0443,0.835,82.228
79CUrU5o2KAVDTNm4x3eGU,64,279800,0.545,0.948,-5.098,0.0779,0.00335,0.226,0.355,141.507
0Bb21NEv7yjSJ8ro2k2SZC,57,276506,0.908,0.687,-5.202,0.301,0.416,0.12,0.855,92.889
0HOqINudNgQFpg1le5Hnqe,61,310600,0.785,0.793,-7.915,0.163,0.22,0.124,0.655,88.902
5EWWCzpA6D8UTRbVQbScp6,54,303533,0.728,0.647,-5.199,0.24,0.0354,0.285,0.215,160.009
4M6OJuXFOjf1mXZDcjG6L8,32,237186,0.647,0.639,-7.324,0.0314,0.00698,0.111,0.197,111.021
4ZwkThefEvGhFtUGDsb7Ut,33,188606,0.425,0.844,-4.615,0.0586,0.0309,0.0631,0.241,169.72
1hBdAohS9PQAmIOGe98SbL,34,245946,0.424,0.96,-4.13,0.14,0.00101,0.0935,0.412,165.046
2imsVy3dcfibqYBdtKhCFa,33,133441,0.608,0.477,-10.431,0.242,0.0043,0.225,0.468,118.42
4WNBLbyrgLu34gmdYd5pkx,34,112954,0.452,0.93,-4.663,0.0482,7.81e-05,0.135,0.952,133.399
2jmZTz7ZvG9BzkgdB2bpZb,33,92000,0.433,0.959,-5.032,0.11,1.36e-06,0.0697,0.723,135.118
44fIc4zJWyRvmwCsUWdrWh,35,156200,0.361,0.972,-4.892,0.127,0.0011,0.132,0.403,111.82
06Lrz6eyIROUC8JM0MylSO,34,241266,0.506,0.943,-5.23,0.104,0.000111,0.119,0.273,124.92
6lirXdFd7V1Yc6sid5z6UO,33,200253,0.497,0.965,-2.506,0.176,5.4e-05,0.143,0.48,180.09
3SYk3kwOE0lAoRZwsLSCEL,33,182825,0.577,0.921,-1.743,0.057,0.00134,0.19,0.162,102.472
5VI04pADTXoIzPjACCHm7r,34,184157,0.634,0.95,-7.199,0.0662,0.0883,0.187,0.608,174.976
7etnwj0uVj9yPrYuoqrt3T,32,124253,0.261,0.935,-5.823,0.181,0.0019,0.352,0.704,158.975
4vMamRwBPa23BnECiEbRsq,32,144000,0.428,0.87,-5.744,0.444,0.243,0.624,0.439,155.024
1ksoAaxNPSYSEb8uI0LL3h,0,181653,0.795,0.736,-12.712,0.61,0.485,0.334,0.953,91.411
0HHJtINBmlDvdYu2CvdLd8,33,245250,0.488,0.606,-7.731,0.0509,0.211,0.134,0.147,119.963
6MwVDUhd8iDH0JhC9wPbTK,0,245960,0.8,0.611,-13.294,0.211,0.000359,0.227,0.778,118.761
4Q1fQ1NeJdJ0V5iUOP3a7I,33,226853,0.506,0.853,-6.662,0.0496,0.0115,0.0624,0.456,159.968
7fLZmG5lAyJeBmAagv1nmD,0,319906,0.836,0.728,-12.058,0.234,0.00569,0.0649,0.598,100.843
3hUaTzMdGgb1HFxgsG0VoK,0,319906,0.836,0.728,-12.058,0.234,0.00569,0.0649,0.598,100.843
7IeXr2kgIAGI36G64yKrQi,34,210893,0.366,0.94,-3.389,0.0953,1.51e-05,0.105,0.544,177.095
3IsAdsoecXwzR4bqOdQvCE,33,307307,0.568,0.963,-3.776,0.0856,0.000325,0.375,0.267,125.015
0DwlpQONUcfEpUXuIR2Keb,35,227693,0.751,0.735,-8.433,0.0303,0.0806,0.285,0.79,123.992
5V2UpZPblgQDcalvrIucG9,33,186573,0.74,0.93,-6.648,0.101,0.0337,0.259,0.825,145.05
6ZntUZMMrcZTDF9rm2a1Gw,0,346640,0.688,0.255,-14.86,0.0732,0.000695,0.107,0.87,154.251
4Ef4F9tbb9XcAJwBIdoag7,34,132600,0.358,0.967,-3.205,0.135,0.000282,0.225,0.579,137.395
3jkg3492UhXZE378fyanq6,34,270693,0.424,0.711,-12.811,0.0352,0.0236,0.133,0.441,92.493
50rvOETHvgInvjoWzxiTtc,34,180640,0.397,0.974,-2.555,0.0705,0.00105,0.085,0.571,156.601
5uM1JSanEe5PcQylkKXn6k,34,160706,0.453,0.949,-2.984,0.0679,0.0018,0.132,0.816,92.379
5tfXiTRzbakgMHOiLNTFbX,34,117643,0.44,0.968,-2.424,0.0395,0.000453,0.0663,0.865,140.868
